"id","app","content","score"
"1602","QuakeFeed Earthquake Tracker","Fast accurate and easy to use.","5"
"1603","QuakeFeed Earthquake Tracker","Always works and great notification capability and filtering","5"
"1604","QuakeFeed Earthquake Tracker","I write reinsurance so always want to know when an event occurs!  Thanks","5"
"1605","QuakeFeed Earthquake Tracker","Love this app. This app affords me the opportunity to broaden my knowledge and interest in earthquakes around the world.","5"
"1606","QuakeFeed Earthquake Tracker","I would give 5 stars but the pay version is too expensive.","2"
"1607","QuakeFeed Earthquake Tracker","Need more accurate details of time and distance","3"
"1608","QuakeFeed Earthquake Tracker","Pore notifications timing & info a available in this app","3"
"1609","QuakeFeed Earthquake Tracker","Easy to set up and follow.","5"
"1610","QuakeFeed Earthquake Tracker","Excellent notifications and details.","5"
"1611","QuakeFeed Earthquake Tracker","Good to know where shakers happen.  Very fast info","5"
"1612","QuakeFeed Earthquake Tracker","Updated loading was failed all day","3"
"1613","QuakeFeed Earthquake Tracker","Its accurate but at times it notifies late but still i am notified","4"
"1614","QuakeFeed Earthquake Tracker","I live in Southern California.., earthquakes are not uncommon ..,I enjoy getting the alerts .,. Thanks","5"
"1615","QuakeFeed Earthquake Tracker","This is an excellent app for finding out how strong an earthquake was.","5"
"1616","QuakeFeed Earthquake Tracker","It’s amazing how there are different country I’m the world to see and where it’s at!","5"
"1617","QuakeFeed Earthquake Tracker","Good to keep up with what is going on in the world as far as Earthquakes.","5"
"1618","QuakeFeed Earthquake Tracker","Outstanding app, thanks","5"
"1619","QuakeFeed Earthquake Tracker","Always keeps me updated.","5"
"1620","QuakeFeed Earthquake Tracker","I like to know where the earth trembles and this app is an excellent source for everyone!","5"
"1621","QuakeFeed Earthquake Tracker","Nice seeing the quakes in my Town Guanica it’s sad but it keeps me updated","5"
"1622","QuakeFeed Earthquake Tracker","Thanks for a clear and concise app to stay current on what’s shaking . Please consider incorporating a volcano and an antipode map, as well .  Ela Z","5"
"1623","QuakeFeed Earthquake Tracker","This used to a great app but the number of ads have recently gone way up. The ads are intrusive and have made the app unusable. I’ve uninstalled.","2"
"1624","QuakeFeed Earthquake Tracker","There is no way to increase the font size on the map.","3"
"1625","QuakeFeed Earthquake Tracker","One of my favorite apps!  Tried others but they suffered by comparison! Great App best of its kind!","5"
"1626","QuakeFeed Earthquake Tracker","Ads right in the middle of it,   if you want to  just buy the app you have to pay every year it's just not working as good as it used to.","2"
"1627","QuakeFeed Earthquake Tracker","Reports quakes thousands of miles away regardless of filter settings!  DO NOT DOWNLOAD!!","5"
"1628","QuakeFeed Earthquake Tracker","I would like to be able to filter out the Hawaii volcano.","5"
"1629","QuakeFeed Earthquake Tracker","It helps to see what is occurring in earth's structure around the world.","5"
"1630","QuakeFeed Earthquake Tracker","Very well laid out","5"
"1631","QuakeFeed Earthquake Tracker","Just like potatoes quick feed could be a very healthy consumable if raw data is your thing. But if done properly, with great respect comes great responsibility some old grumpy uncle one said!  So go out and do yourself a favor, go ahead and splurge, have a couple spuds. if anybody asks why you my need those delicious looking potatoes, give them an answer so freakin spectacular and dazzling, it leaves the listener, dumbfounded, not only will their face be permanently frozen with a look so darn ambiguous, only a select few will know the frozen look of ambiguity was bequeathed by such a fine and dandy root admiring connoisseur had to of come from the true root admirer they know and love. although could have been you and still might be if you’re able to dazzle, and/or baffle all those who might question thee, that’s when you come with your own brand of spectacularly dazzling knowledge of true bewilderment and amazement, hit you like an infinite amount of mass jockeying for position, or the core of the sun once was, then with no fanfare whatsoever, a singularity forms and someone somewhere realizes that you’re truly that spud artisan everyone has been trying to seek out and find!?It’s kind of neat, knowing that all along good folks for always in the presence of such greatness. but unfortunately, now they’ve come down with a permanent look of bewilderment from such an absolutely epically awesome person such as yourself, knowing it was you all along with that, super Duper spud knowledge of mysterious origins of the unknowingly unknowable stuff.","5"
"1632","QuakeFeed Earthquake Tracker","I tried several. This is the best.","5"
"1633","QuakeFeed Earthquake Tracker","Very good I like keeping up with things","5"
"1634","QuakeFeed Earthquake Tracker","QuakeFeed is amazing. Often I’m the first to know.","5"
"1635","QuakeFeed Earthquake Tracker","For quick warnings of quakes in the Permian Basin it works very well.","5"
"1636","QuakeFeed Earthquake Tracker","Very easy to use informative relevant accurate and a good visual.","5"
"1637","QuakeFeed Earthquake Tracker","Keeps me posted on whats shaking out there!","5"
"1638","QuakeFeed Earthquake Tracker","I’m an earth science fan and enjoy watching the earth dance, this app is great!","5"
"1639","QuakeFeed Earthquake Tracker","Acceptable and useful tool not only in your area but any place in our planet.","4"
"1640","QuakeFeed Earthquake Tracker","Very good app! I check each alert! Thanks!","5"
"1641","QuakeFeed Earthquake Tracker","This is a great app to be updated what’s going around us..","5"
"1642","QuakeFeed Earthquake Tracker","With relatives along the Pacific ring of fire I rely on QuakeFeed daily","5"
"1643","QuakeFeed Earthquake Tracker","Very good app.","5"
"1644","QuakeFeed Earthquake Tracker","Just upgraded and still cannot get settings to work. I keep getting error messages","2"
"1645","QuakeFeed Earthquake Tracker","Enjoying this app. The “scientist”in me appreciates the information.","5"
"1646","QuakeFeed Earthquake Tracker","Great information knowing how the earth is upset with man kind","5"
"1647","QuakeFeed Earthquake Tracker","Helps me be aware of various friends and workmates situation around the world. Thank you.","5"
"1648","QuakeFeed Earthquake Tracker","Quick,  concise, easy, and don’t give you no  fluff. Great for the amateur quake watcher!!!  : )  : )  : )  : )     It is a great app. More powerful than it looks and the price is great!!","4"
"1649","QuakeFeed Earthquake Tracker","Accurate- user friendly...very informative.","5"
"1650","QuakeFeed Earthquake Tracker","Almost real time info of what’s happening around the world.","4"
"1651","QuakeFeed Earthquake Tracker","Recommend it 100%","5"
"1652","QuakeFeed Earthquake Tracker","I've used this app for over a year to track quakes. Very reliable and easy to use.","4"
"1653","QuakeFeed Earthquake Tracker","Very good information for reference. It is great for how easy it is to use.","5"
"1654","QuakeFeed Earthquake Tracker","I am not happy that the alert sound does not happen and that I cannot change the alert sound!!!","2"
"1655","QuakeFeed Earthquake Tracker","I keep setting it to only alert me for earthquakes 200miles from me. It keeps going back to earthquakes around the world.","3"
"1656","QuakeFeed Earthquake Tracker","Your data confirms that the Rapture by Jesus of all Born-Again Believers is very very close to happen.","5"
"1657","QuakeFeed Earthquake Tracker","Today during class the entire room shook for about 3 seconds. This earthquake wasn’t even reported on QuakeFeed and still hasn’t been...I don’t know how they get their earthquake information, but it isn’t that reliable.","1"
"1658","QuakeFeed Earthquake Tracker","We have a earthquakes in Southern California all the time I am in San Bernardino County in Yucaipa I never see earthquakes reported in my area.  we just had three last night several last week and they never showed up","1"
"1659","QuakeFeed Earthquake Tracker","We really enjoy this app very easy to use","5"
"1660","QuakeFeed Earthquake Tracker","Great app for those in a location subject to seismic activity. Works as described. Love it!","5"
"1661","QuakeFeed Earthquake Tracker","Great to know know when the earth is shaking.","5"
"1662","QuakeFeed Earthquake Tracker","World changing by the minute. Countries renamed from my years in school …l","5"
"1663","QuakeFeed Earthquake Tracker","Living in Montana due north from Yellowstone good to see where quakes are.","5"
"1664","QuakeFeed Earthquake Tracker","Since it’s added the Fire  it’s crap. Takes up half the screen even when disabled","2"
"1665","QuakeFeed Earthquake Tracker","You should have given it an option to have 3-D ….  liked the flat map… So I’m deleting the app… Why do you change things? They were great before … Disappointed.","1"
"1666","QuakeFeed Earthquake Tracker","Keeps us aware of  our surroundings!","4"
"1667","QuakeFeed Earthquake Tracker","You get what you pay for","4"
"1668","QuakeFeed Earthquake Tracker","Just had a sound fr eq but when I checked it was not listed!","3"
"1669","QuakeFeed Earthquake Tracker","Great app!  - from a fellow app dev","5"
"1670","QuakeFeed Earthquake Tracker","Easy to use, prompt notices.","5"
"1671","QuakeFeed Earthquake Tracker","The app is Very good as far as accuracy and timely!","5"
"1672","QuakeFeed Earthquake Tracker","It’s an awesome app to keep up what’s going on in the world","5"
"1673","QuakeFeed Earthquake Tracker","I’ve set QuakeFeed for 4.0 quakes and higher as Idaho earthquakes are increasing.","5"
"1674","QuakeFeed Earthquake Tracker","Never knew how active the works was","5"
"1675","QuakeFeed Earthquake Tracker","I live in Sutter Creek California And built the 6.0 earthquake on 8 July and another 4.6 L in the evening. The app is very detailed and informational.","5"
"1676","QuakeFeed Earthquake Tracker","One of the best apps among many of not so good standings, this one delivers","5"
"1677","QuakeFeed Earthquake Tracker","Very informative Thanks for sharing every time there’s an earthquake","5"
"1678","QuakeFeed Earthquake Tracker","Keeps me up to date ans I can adjust what I what to see.","5"
"1679","QuakeFeed Earthquake Tracker","It’s great to find out how the Earth moves, because we live on a living planet.","5"
"1680","QuakeFeed Earthquake Tracker","Even before this last update, the app always force closes and restarting the phone does not fix it. There’s no way to contact the developers about this either.","1"
"1681","QuakeFeed Earthquake Tracker","I like being informed about earthquakes!","5"
"1682","QuakeFeed Earthquake Tracker","Thank you","5"
"1683","QuakeFeed Earthquake Tracker","Love how incredibly fast the reports are and filters are awesome","5"
"1684","QuakeFeed Earthquake Tracker","Crazy-making app, works fine then crashes again and again. Deleted, re-downloaded and STILL it crashes!  Suggestion: use the USGS app.","2"
"1685","QuakeFeed Earthquake Tracker","How long are these quakes lasting?? How much time it takes is important and it’s not obvious you have that critical info.","3"
"1686","QuakeFeed Earthquake Tracker","Excellent","5"
"1687","QuakeFeed Earthquake Tracker","Why make it so hard to get out if your ads?","3"
"1688","QuakeFeed Earthquake Tracker","Why does QuakeFeed not show any fault line for the New Madrid fault running right through the heartland of the United States?","3"
"1689","QuakeFeed Earthquake Tracker","Going to Alaska? Don’t leave home without this app.","5"
"1690","QuakeFeed Earthquake Tracker","Very informative & useful","5"
"1691","QuakeFeed Earthquake Tracker","Awesome app keeps u updated in events","5"
"1692","QuakeFeed Earthquake Tracker","Very timely and informative updates as events occur","5"
"1693","QuakeFeed Earthquake Tracker","Very informative","5"
"1694","QuakeFeed Earthquake Tracker","Works fine","5"
"1695","QuakeFeed Earthquake Tracker","Informative, easy to use, a comfort.","5"
"1696","QuakeFeed Earthquake Tracker","I live in Alaska and use this app constantly. It is absolutely fantastic!","5"
"1697","QuakeFeed Earthquake Tracker","Keeps you informed. Love the map","5"
"1698","QuakeFeed Earthquake Tracker","Awesome and accurate numbers!","5"
"1699","QuakeFeed Earthquake Tracker","I  love this app because it tells me all the quakes that happens around the world","5"
"1700","QuakeFeed Earthquake Tracker","This is an easy automatic way to be informed of the strength of earthquakes","5"
"1701","QuakeFeed Earthquake Tracker","As soon as I felt the quake start I got immediate reliable information from QuakeFeed!","5"
"1702","QuakeFeed Earthquake Tracker","Let's me know of any quakes around the world. Being on the West coast, that's always good to know.","5"
"1703","QuakeFeed Earthquake Tracker","I have tried to open this app 4 times now. At some point it freezes on either an install screen or ad and I have to delete and redownload. Frustrating....","1"
"1704","QuakeFeed Earthquake Tracker","Nice App, but wish it showed depth of quakes. If it is available, it is not intuitive. But otherwise a nice app!","4"
"1705","QuakeFeed Earthquake Tracker","It is a very nice app but it is very hard to get the app to tell you all of the notifications","3"
"1706","QuakeFeed Earthquake Tracker","Love it keeps me updated on nearby earthquakes 👍","5"
"1707","QuakeFeed Earthquake Tracker","This is one great app everyone should have!","5"
"1708","QuakeFeed Earthquake Tracker","Notifies you of recent quakes in area you designate.","5"
"1709","QuakeFeed Earthquake Tracker","I love this app!! Living in the PNW it’s important to keep on earthquakes around us.","5"
"1710","QuakeFeed Earthquake Tracker","Great app, always accurate","5"
"1711","QuakeFeed Earthquake Tracker","10/10","5"
"1712","QuakeFeed Earthquake Tracker","Great to see what’s happening and where","5"
"1713","QuakeFeed Earthquake Tracker","One of the best apps I have. Definitely 5 stars!","5"
"1714","QuakeFeed Earthquake Tracker","This app really keeps me in the loop on earthquakes all around the world.","5"
"1715","QuakeFeed Earthquake Tracker","Great app! It helps us to know where quakes are taking place to pray for the people.","4"
"1716","QuakeFeed Earthquake Tracker","It’s great to have this to know what is going on with quakes in our area living in Calif.","4"
"1717","QuakeFeed Earthquake Tracker","Great app. Needs a little improvement","4"
"1718","QuakeFeed Earthquake Tracker","Great information!!!","5"
"1719","QuakeFeed Earthquake Tracker","Had an earthquake yesterday morning followed by the alert like 3 minutes later. Basically I died and they’re burying me tomorrow.","2"
"1720","QuakeFeed Earthquake Tracker","Great app- use it frequently.","5"
"1721","QuakeFeed Earthquake Tracker","Love being able to see real time quakes!","5"
"1722","QuakeFeed Earthquake Tracker","This is one of my favorite apps as it allows me to monitor global plate tectonics in real time. Fantastic!","5"
"1723","QuakeFeed Earthquake Tracker","Great app!! Quick, accurate, and just the right info.","5"
"1724","QuakeFeed Earthquake Tracker","Awesome for anyone interested in earthquakes and volcanos. Easier to read than the USGS site.","5"
"1725","QuakeFeed Earthquake Tracker","Earthquake app cannot do real filtering","5"
"1726","QuakeFeed Earthquake Tracker","Great app! Great presentation & maps. Allows monitoring of specific areas & magnitudes. I use it daily.","5"
"1727","QuakeFeed Earthquake Tracker","To slow in alerts","3"
"1728","QuakeFeed Earthquake Tracker","Instant information worldwide. Must add p-wave technology and send alerts to those w/in 100 miles of 6.0 or greater.......","4"
"1729","QuakeFeed Earthquake Tracker","Especially if you live in earthquake territory","5"
"1730","QuakeFeed Earthquake Tracker","The new version crashes as soon as you open it. Something with the ads that it is not able to display.","1"
"1731","QuakeFeed Earthquake Tracker","living in california ya gotta know when and where the earth moves again. there’s a fault line down the middle of the street i live on so it makes sense to have this app.","5"
"1732","QuakeFeed Earthquake Tracker","I really like the immediate info and detailed map.","5"
"1733","QuakeFeed Earthquake Tracker","Well done with virtually no problem albeit anxiety about the impending doom…. 😂😳","5"
"1734","QuakeFeed Earthquake Tracker","I rely on Quakefeed for up-to-date info and alerts.","5"
"1735","QuakeFeed Earthquake Tracker","Working good","5"
"1736","QuakeFeed Earthquake Tracker","Since initially complaining about map display dysfunction, causing maps and sometimes incident reports to suddenly vanish, then reappear the following day or two, I have received kind and comprehensive responses from the developers, and the displays seem to have stabilized satisfactorily. All much appreciated. Though not exactly as ideal as I'd hoped for, at least I now understand why, and am satisfied they've done their best to provide a useful and efficient overview of quake and wildfire events, as well as possible with the data streams available to incorporate into the app. So I've updated to reflect a good/satisfactory rating. Though my idealized concept of an app like this may not be fully achievable, I figure it wouldn't be a bad idea to leave it here, as what I'd wish for, to make it truly a 5 Star utility app...  ...Hope to see faster, more immediately reported and simply described listings, a single coherent settings menu, and perhaps a less-detailed average consumer/kid-friendly default setting, more like a local newscast weather report. Danger coming? Passed and All Clear now? How threatening? Relax, or prepare to Evacuate? Would appreciate a simplified green-yellow-red type of quick glance right at launch, and from there explore deeper into specific geological survey details if interested. Immediacy and Simplicity could really make a difference, when quick data and response can save lives and property...  As the kind of up-to-the-minute wildfire updates vital to neighborhoods under possible threat is still only accessible through cumbersome hard to navigate government website pages via internet browsers - which keep resetting back to Welcome menu with each session, wasting all that vital reaction time to click through the same menus again for each individual device to reestablish location of concern and map display settings, I will just have to wait and hope that that live stream source will one day be incorporated into a quick and simple Red, Yellow, Green notification/alert feature in an app like this. Meanwhile, I appreciate QuakeFeed for all the work being done to make it as useful and functional as it is presently. Thanks for all that, and I will look forward to future developments.","4"
"1737","QuakeFeed Earthquake Tracker","Live in somewhat of a active area-find the app very useful Moondogcollie","4"
"1738","QuakeFeed Earthquake Tracker","Earth quake app is educational you can see trends","5"
"1739","QuakeFeed Earthquake Tracker","This is the best app to monitor the fulfillment of end time prophecy.","5"
"1740","QuakeFeed Earthquake Tracker","Thank you for creating this app. It’s great.","5"
"1741","QuakeFeed Earthquake Tracker","Easy to use and is very accurate.","5"
"1742","QuakeFeed Earthquake Tracker","It is soooo helpful and gives me great security to know earthquake happenings, so I can plan and prepare. It is also fascinating!","5"
"1743","QuakeFeed Earthquake Tracker","Love the accuracy and how the info ties right into the maps","5"
"1744","QuakeFeed Earthquake Tracker","Big Island is have lots of small quakes","5"
"1745","QuakeFeed Earthquake Tracker","Thanks, like you very much guys","4"
"1746","QuakeFeed Earthquake Tracker","Would totally recommend it","5"
"1747","QuakeFeed Earthquake Tracker","This is Super reliable app highly recommend","5"
"1748","QuakeFeed Earthquake Tracker","I like QuakeFeed. We live in an area where there are a lot of quakes and the info posts right away.","4"
"1749","QuakeFeed Earthquake Tracker","I live on a volcano, and depend on QuakeFeed’s up to the minute resources. Thank you.","5"
"1750","QuakeFeed Earthquake Tracker","There seems to be a positive energy about this app!","5"
"1751","QuakeFeed Earthquake Tracker","Just give me the earthquake feed. Why do you have to find where I’m at. You shouldn’t have to do that. Earthquakes are happening no matter where I’m at!","2"
"1752","QuakeFeed Earthquake Tracker","This is an outstanding app, please keep it up.","5"
"1753","QuakeFeed Earthquake Tracker","I need to wait about 15min in order to know the magnitude of the shake","3"
"1754","QuakeFeed Earthquake Tracker","I really enjoy this app. I enjoy the timeliness and accuracy.","5"
"1755","QuakeFeed Earthquake Tracker","For nation will rise up against nation, and kingdom against kingdom; there will be earthquakes in various places","5"
"1756","QuakeFeed Earthquake Tracker","Keeps crashing when opened","3"
"1757","QuakeFeed Earthquake Tracker","App keeps me informed about quakes in Yellowstone Park- my favorite place on earth!","5"
"1758","QuakeFeed Earthquake Tracker","Excellent job and very quick notificaion","5"
"1759","QuakeFeed Earthquake Tracker","We got the alert of a 4.1 quake one min after the shake.","4"
"1760","QuakeFeed Earthquake Tracker","Thanks for making this app its very useful","4"
"1761","QuakeFeed Earthquake Tracker","Amazing how many anxiety spikes this app can cause but keeps me in the Loop","5"
"1762","QuakeFeed Earthquake Tracker","Easy to use","5"
"1763","QuakeFeed Earthquake Tracker","Many of us would like to know why QuakeFeed sells our location data at all and especially to XMode.   Loved the app but hate spyware so I am uninstalling this.","1"
"1764","QuakeFeed Earthquake Tracker","I will be canceling because of the price increase is crazy. From .99 cents to almost $5 ya that’s a huge hike. Thank you for the last couple of years  but it’s not worth the price now","1"
"1765","QuakeFeed Earthquake Tracker","I love this app for a couple of years now.","5"
"1766","QuakeFeed Earthquake Tracker","I live in area that has high seismic activity so I use it every day","4"
"1767","QuakeFeed Earthquake Tracker","Love this app it keeps you updated","5"
"1768","QuakeFeed Earthquake Tracker","I use this daily in my work, and it is a great help.","5"
"1769","QuakeFeed Earthquake Tracker","It’s days like today, when New Zealand is shaking like a chihuahua that I really appreciate this app","5"
"1770","QuakeFeed Earthquake Tracker","On the same screen as magnitude, please show tsunami summary - if there is one, what city headed to, height of wave","5"
"1771","QuakeFeed Earthquake Tracker","Best quake app—it’s accurate, reliable, and worldwide.  I absolutely love it.  Give it a try, it will not disappoint! 😊","5"
"1772","QuakeFeed Earthquake Tracker","I love this app... thank you","5"
"1773","QuakeFeed Earthquake Tracker","Best of its kind and always updated","5"
"1774","QuakeFeed Earthquake Tracker","I recently updated the app, but now it crashes. It still sends notifications, but just can't open the app for details. This used to work flawlessly.","1"
"1775","QuakeFeed Earthquake Tracker","Easy to setup alerts and see locations","4"
"1776","QuakeFeed Earthquake Tracker","Nice to keep you informed of earthquake near your location.","5"
"1777","QuakeFeed Earthquake Tracker","Good to know what’s happening.","5"
"1778","QuakeFeed Earthquake Tracker","You want a good quake app, this is it. Does what it says.","5"
"1779","QuakeFeed Earthquake Tracker","Notifications allow me to quell anxiety in my senior apartment complex","5"
"1780","QuakeFeed Earthquake Tracker","I love being informed of how the earth is in constant movement. This is a great app","4"
"1781","QuakeFeed Earthquake Tracker","That is useful. Don’t understand why Canada has no earthquakes.","5"
"1782","QuakeFeed Earthquake Tracker","The USGS needs to report ALL earthquakes as well as their magnitudes. By downgrading a large earthquake a full magnitude, as they have done recently, they are doing a disservice to the entire world. This action taken by them, downgrading a full magnitude, is unacceptable.","1"
"1783","QuakeFeed Earthquake Tracker","I depend on this App everyday. Extremely informative!","5"
"1784","QuakeFeed Earthquake Tracker","Works well enough for me","5"
"1785","QuakeFeed Earthquake Tracker","About a 4-5 minute lag between quake and posting.  (On Big Island of Hawaii.)","4"
"1786","QuakeFeed Earthquake Tracker","This app never reports tsunamis. There are multiple times that earthquakes have happened at 5.0 or higher and no reporting from the APP... but on Twitter, and the internet, people report them.","1"
"1787","QuakeFeed Earthquake Tracker","Important to know what is happening in areas we don’t live in.","5"
"1788","QuakeFeed Earthquake Tracker","Very informative and easy to use!","5"
"1789","QuakeFeed Earthquake Tracker","I would like to see US seismic zone layer.","4"
"1790","QuakeFeed Earthquake Tracker","Very prompt updates of earthquakes worldwide","5"
"1791","QuakeFeed Earthquake Tracker","This app has become more and more aggressive about trying to get people to pay for the premium version. Will be switching to something else.","1"
"1792","QuakeFeed Earthquake Tracker","Great app very accurate with diverse information. Recommended.","5"
"1793","QuakeFeed Earthquake Tracker","Very informative! Should help prepare for the big one!","5"
"1794","QuakeFeed Earthquake Tracker","Good to stay up-to date on earthquakes.  You will really like this app.","5"
"1795","QuakeFeed Earthquake Tracker","I love knowing where the earthquakes are and how big, how deep and how far away!","5"
"1796","QuakeFeed Earthquake Tracker","Very informative if you live in a high risk area or are interested in quakes in general","5"
"1797","QuakeFeed Earthquake Tracker","It’s good to find out where the tremors are around the world.","5"
"1798","QuakeFeed Earthquake Tracker","I just love seeing what is going on all around the world!!! So great and easy to use!","5"
"1799","QuakeFeed Earthquake Tracker","My daughter just had an earthquake around the Boise area and I cannot get it to show!","3"
"1800","QuakeFeed Earthquake Tracker","Ever since the recent update, the app not able to open","4"
"1801","QuakeFeed Earthquake Tracker","Great app. Almost know info before newscast. Love the map","5"
"1802","QuakeFeed Earthquake Tracker","It gives me valid readings","5"
"1803","QuakeFeed Earthquake Tracker","Does everything needed from a quake app","5"
"1804","QuakeFeed Earthquake Tracker","Use this all the time. Like that it includes wildfires.","5"
"1805","QuakeFeed Earthquake Tracker","Always helpful and informative!","5"
"1806","QuakeFeed Earthquake Tracker","Alerts me to quakes close to me..I set the distance","4"
"1807","QuakeFeed Earthquake Tracker","Very helpful App to use in Central America where it shakes Daily","5"
"1808","QuakeFeed Earthquake Tracker","After the latest update it is useless. Different maps that are useless. Bring back the old map style.","1"
"1809","QuakeFeed Earthquake Tracker","Deserves more than 5 stars! Way to go guys!","5"
"1810","QuakeFeed Earthquake Tracker","Unable to clear the promo ad with the latest release. No longer useable on my iPhone.","1"
"1811","QuakeFeed Earthquake Tracker","This app is so easy to follow and it’s very accurate.","5"
"1812","QuakeFeed Earthquake Tracker","Download for earthquakes as they happen","5"
"1813","QuakeFeed Earthquake Tracker","Love this app. Keeps me up to date on all earthquakes.","5"
"1814","QuakeFeed Earthquake Tracker","Multiple background layers, rapid reporting, scientific context and alerts.  A truely screntific tool.","5"
"1815","QuakeFeed Earthquake Tracker","Interesting tracking the smaller quakes in Yellowstone general area.","5"
"1816","QuakeFeed Earthquake Tracker","Very easy to use and helpful.","5"
"1817","QuakeFeed Earthquake Tracker","Very helpful information","5"
"1818","QuakeFeed Earthquake Tracker","I really like knowing what is happening in the world!!","5"
"1819","QuakeFeed Earthquake Tracker","It covers everywhere","5"
"1820","QuakeFeed Earthquake Tracker","Accurate quake location and relatively real time.","5"
"1821","QuakeFeed Earthquake Tracker","48 earthquakes already today  Bible prophecy being fulfilled  Check Matthew 24: 1-8  In verse 7  earthquakes in one place after another                  RITA PIA Revelation  The Bible Great Tribulation Questions : why so many big earthquakes in one area like loyalty islands","5"
"1822","QuakeFeed Earthquake Tracker","I’ve had this app for over a year and it works great.","5"
"1823","QuakeFeed Earthquake Tracker","Tells me what’s happening around the world.","5"
"1824","QuakeFeed Earthquake Tracker","Should specify what time zone is using.","5"
"1825","QuakeFeed Earthquake Tracker","The app won’t stay open long enough to load the data. No sooner than it does it closes the app before you can even read anything.","1"
"1826","QuakeFeed Earthquake Tracker","I thought the purpose was advance warning but getting these up to 45 minutes AFTER the event provides no help","2"
"1827","QuakeFeed Earthquake Tracker","You application is not working and does not give me updates on earthquakes.  I have downloaded others and I am getting results with the others and not this one.","1"
"1828","QuakeFeed Earthquake Tracker","A step in the world save me during big earthquake 7.1","5"
"1829","QuakeFeed Earthquake Tracker","Shakes show up Almost 10 minutes after","3"
"1830","QuakeFeed Earthquake Tracker","Great app that allows you to set parameters for certain magnitude EQ alerts.","5"
"1831","QuakeFeed Earthquake Tracker","Very accurate and informative.","5"
"1832","QuakeFeed Earthquake Tracker","👍👍👍","5"
"1833","QuakeFeed Earthquake Tracker","Worth it while the earthquakes of August-September 2023 happening. I like to follow USA wildfires too","5"
"1834","QuakeFeed Earthquake Tracker","Depth down enpentic center  feet or miles","5"
"1835","QuakeFeed Earthquake Tracker","Very informative keeps me alert in my part of the world. Really keeps me informed.  K.H. 👍","5"
"1836","QuakeFeed Earthquake Tracker","So accurate and real time.","5"
"1837","QuakeFeed Earthquake Tracker","Great to have in an area where there are a lot of quakes.","5"
"1838","QuakeFeed Earthquake Tracker","Very useful and easy to use!","5"
"1839","QuakeFeed Earthquake Tracker","We’ve seen a lot of earthquakes","5"
"1840","QuakeFeed Earthquake Tracker","Fun to keep track off.","5"
"1841","QuakeFeed Earthquake Tracker","Best earthquake app out! Instant notification","5"
"1842","QuakeFeed Earthquake Tracker","Was very happy with this app for a long time, happily subscribed, and suddenly they announced a 500% price hike!!! For no extra features. No thanks.","2"
"1843","QuakeFeed Earthquake Tracker","Good info on quakes in my area. Mostly accurate and timely.","4"
"1844","QuakeFeed Earthquake Tracker","Love the earthquake info I get from this app.","5"
"1845","QuakeFeed Earthquake Tracker","Informative","5"
"1846","QuakeFeed Earthquake Tracker","Have enjoyed this app for years, for geologist it’s perfect.","5"
"1847","QuakeFeed Earthquake Tracker","This is a very useful tool to keep actively informed about potentially life-threatening geologic events that impact coastal Alaska.","4"
"1848","QuakeFeed Earthquake Tracker","Having this app is a great tool to have for awareness","5"
"1849","QuakeFeed Earthquake Tracker","Very interesting to watch the patterns and areas. The new version is working really nice.","4"
"1850","QuakeFeed Earthquake Tracker","I used to like this app. But now you changed it and you broke it. A 5.1 earthquake 16 minutes ago is reported on other apps using the same data source and this app doesn’t have it. Why?!","1"
"1851","QuakeFeed Earthquake Tracker","You don’t know how to do update right after it happened and if it does  happen it’s not even show up up on the listed","1"
"1852","QuakeFeed Earthquake Tracker","To keep you updated","5"
"1853","QuakeFeed Earthquake Tracker","Why do I have a subscription and still see ads?","3"
"1854","QuakeFeed Earthquake Tracker","Great app and quite interesting as well","5"
"1855","QuakeFeed Earthquake Tracker","Send the alert late after earthquakes","3"
"1856","QuakeFeed Earthquake Tracker","Instant notifications- great app","5"
"1857","QuakeFeed Earthquake Tracker","Many times your the First to Notify Us! Thank You👍🏻👍🏻","5"
"1858","QuakeFeed Earthquake Tracker","Very fast responses. Excellent graphs and information","5"
"1859","QuakeFeed Earthquake Tracker","Easy to use","5"
"1860","QuakeFeed Earthquake Tracker","Very informative and professional, thanks","5"
"1861","QuakeFeed Earthquake Tracker","This is a great app for quake heads","5"
"1862","QuakeFeed Earthquake Tracker","This app is amazing!","5"
"1863","QuakeFeed Earthquake Tracker","Just the facts, presented as a list or on a map. Love it.","5"
"1864","QuakeFeed Earthquake Tracker","Doesn’t even show 30,000 acre 5 miles from my house!","3"
"1865","QuakeFeed Earthquake Tracker","App is glitching again and it keeps on going back to past early mornings instead of recent one so it needs to be fixed","1"
"1866","QuakeFeed Earthquake Tracker","Really good morning afternoon midnight no matter what time.","5"
"1867","QuakeFeed Earthquake Tracker","Great app. Really keeps you informed and it is very timely.","5"
"1868","QuakeFeed Earthquake Tracker","Very fun after 42 years in Alaska to see all the quakes and where they are .","5"
"1869","QuakeFeed Earthquake Tracker","Even though I have settings set to close to home I getting alerts for all over the USA.","2"
"1870","QuakeFeed Earthquake Tracker","It was so much better when you could set the level to send notifications","2"
"1871","QuakeFeed Earthquake Tracker","Great source for major geological events worldwide.","5"
"1872","QuakeFeed Earthquake Tracker","I love this program. Im informed of all the seismic activity that occurs in my region as well as world events.","5"
